suserID,trajID,poiID,startTime,endTime,#photo,trajLen,poiDuration
27429042@N08,2225,27,1672531200,1672531220,188,3,1
27429042@N08,2225,21,1672531200,1672531220,189,3,1
14898307@N00,932,1,1672531200,1672531220,190,3,1
14898307@N00,932,2,1672531200,1672531220,191,3,1
14898307@N00,932,21,1672531200,1672531220,192,3,1
67774977@N00,5971,1,1672531200,1672531220,193,8,1
67774977@N00,5971,9,1672531200,1672531220,194,8,1
67774977@N00,5971,16,1672531200,1672531220,195,8,1
67774977@N00,5971,12,1672531200,1672531220,196,8,1
67774977@N00,5971,4,1672531200,1672531220,197,8,1
67774977@N00,5971,17,1672531200,1672531220,198,8,1
67774977@N00,5971,22,1672531200,1672531220,199,8,1
67774977@N00,5971,21,1672531200,1672531220,200,8,1
76151808@N00,6396,13,1672531200,1672531220,201,4,1
76151808@N00,6396,17,1672531200,1672531220,202,4,1
76151808@N00,6396,21,1672531200,1672531220,203,4,1
76151808@N00,6396,24,1672531200,1672531220,204,4,1
114434902@N04,373,14,1672531200,1672531220,205,9,1
114434902@N04,373,11,1672531200,1672531220,206,9,1
114434902@N04,373,4,1672531200,1672531220,207,9,1
114434902@N04,373,2,1672531200,1672531220,208,9,1
114434902@N04,373,27,1672531200,1672531220,209,9,1
114434902@N04,373,25,1672531200,1672531220,210,9,1
114434902@N04,373,21,1672531200,1672531220,211,9,1
114434902@N04,373,24,1672531200,1672531220,212,9,1
114434902@N04,373,26,1672531200,1672531220,213,9,1
26284290@N05,2005,14,1672531200,1672531220,214,3,1
26284290@N05,2005,22,1672531200,1672531220,215,3,1
26284290@N05,2005,26,1672531200,1672531220,216,3,1
71778096@N00,6113,14,1672531200,1672531220,217,3,1
71778096@N00,6113,20,1672531200,1672531220,218,3,1
71778096@N00,6113,26,1672531200,1672531220,219,3,1
47087576@N00,4447,14,1672531200,1672531220,220,3,1
47087576@N00,4447,4,1672531200,1672531220,221,3,1
47087576@N00,4447,26,1672531200,1672531220,222,3,1
23693999@N05,1665,5,1672531200,1672531220,223,6,1
23693999@N05,1665,9,1672531200,1672531220,224,6,1
23693999@N05,1665,20,1672531200,1672531220,225,6,1
23693999@N05,1665,19,1672531200,1672531220,226,6,1
23693999@N05,1665,16,1672531200,1672531220,227,6,1
23693999@N05,1665,4,1672531200,1672531220,228,6,1
23720661@N08,1693,5,1672531200,1672531220,229,13,1
23720661@N08,1693,27,1672531200,1672531220,230,13,1
23720661@N08,1693,22,1672531200,1672531220,231,13,1
23720661@N08,1693,13,1672531200,1672531220,232,13,1
23720661@N08,1693,18,1672531200,1672531220,233,13,1
23720661@N08,1693,26,1672531200,1672531220,234,13,1
23720661@N08,1693,17,1672531200,1672531220,235,13,1
23720661@N08,1693,16,1672531200,1672531220,236,13,1
23720661@N08,1693,2,1672531200,1672531220,237,13,1
23720661@N08,1693,6,1672531200,1672531220,238,13,1
23720661@N08,1693,1,1672531200,1672531220,239,13,1
23720661@N08,1693,3,1672531200,1672531220,240,13,1
23720661@N08,1693,4,1672531200,1672531220,241,13,1
44124372331@N01,4130,16,1672531200,1672531220,242,4,1
44124372331@N01,4130,17,1672531200,1672531220,243,4,1
44124372331@N01,4130,14,1672531200,1672531220,244,4,1
44124372331@N01,4130,12,1672531200,1672531220,245,4,1
104019882@N04,162,16,1672531200,1672531220,246,3,1
104019882@N04,162,21,1672531200,1672531220,247,3,1
104019882@N04,162,12,1672531200,1672531220,248,3,1
43652558@N00,4078,16,1672531200,1672531220,249,4,1
43652558@N00,4078,14,1672531200,1672531220,250,4,1
43652558@N00,4078,10,1672531200,1672531220,251,4,1
43652558@N00,4078,12,1672531200,1672531220,252,4,1
49109678@N04,4745,16,1672531200,1672531220,253,15,1
49109678@N04,4745,22,1672531200,1672531220,254,15,1
49109678@N04,4745,21,1672531200,1672531220,255,15,1
49109678@N04,4745,20,1672531200,1672531220,256,15,1
49109678@N04,4745,24,1672531200,1672531220,257,15,1
49109678@N04,4745,27,1672531200,1672531220,258,15,1
49109678@N04,4745,5,1672531200,1672531220,259,15,1
49109678@N04,4745,3,1672531200,1672531220,260,15,1
49109678@N04,4745,4,1672531200,1672531220,261,15,1
49109678@N04,4745,6,1672531200,1672531220,262,15,1
49109678@N04,4745,1,1672531200,1672531220,263,15,1
49109678@N04,4745,17,1672531200,1672531220,264,15,1
49109678@N04,4745,13,1672531200,1672531220,265,15,1
49109678@N04,4745,15,1672531200,1672531220,266,15,1
49109678@N04,4745,12,1672531200,1672531220,267,15,1
10583070@N05,186,27,1672531200,1672531220,268,5,1
10583070@N05,186,2,1672531200,1672531220,269,5,1
10583070@N05,186,18,1672531200,1672531220,270,5,1
10583070@N05,186,17,1672531200,1672531220,271,5,1
10583070@N05,186,4,1672531200,1672531220,272,5,1
11230735@N07,303,27,1672531200,1672531220,273,3,1
11230735@N07,303,1,1672531200,1672531220,274,3,1
11230735@N07,303,4,1672531200,1672531220,275,3,1
13051628@N00,666,27,1672531200,1672531220,276,3,1
13051628@N00,666,3,1672531200,1672531220,277,3,1
13051628@N00,666,4,1672531200,1672531220,278,3,1
22659528@N06,1403,27,1672531200,1672531220,279,3,1
22659528@N06,1403,16,1672531200,1672531220,280,3,1
22659528@N06,1403,4,1672531200,1672531220,281,3,1
46023761@N08,4383,27,1672531200,1672531220,282,3,1
46023761@N08,4383,16,1672531200,1672531220,283,3,1
46023761@N08,4383,4,1672531200,1672531220,284,3,1
23322134@N02,1588,27,1672531200,1672531220,285,7,1
23322134@N02,1588,17,1672531200,1672531220,286,7,1
23322134@N02,1588,13,1672531200,1672531220,287,7,1
23322134@N02,1588,21,1672531200,1672531220,288,7,1
23322134@N02,1588,6,1672531200,1672531220,289,7,1
23322134@N02,1588,15,1672531200,1672531220,290,7,1
23322134@N02,1588,4,1672531200,1672531220,291,7,1
23673310@N02,1631,27,1672531200,1672531220,292,10,1
23673310@N02,1631,9,1672531200,1672531220,293,10,1
23673310@N02,1631,15,1672531200,1672531220,294,10,1
23673310@N02,1631,12,1672531200,1672531220,295,10,1
23673310@N02,1631,13,1672531200,1672531220,296,10,1
23673310@N02,1631,21,1672531200,1672531220,297,10,1
23673310@N02,1631,19,1672531200,1672531220,298,10,1
23673310@N02,1631,18,1672531200,1672531220,299,10,1
23673310@N02,1631,6,1672531200,1672531220,300,10,1
23673310@N02,1631,4,1672531200,1672531220,301,10,1
29108089@N04,2465,27,1672531200,1672531220,302,6,1
29108089@N04,2465,15,1672531200,1672531220,303,6,1
29108089@N04,2465,10,1672531200,1672531220,304,6,1
29108089@N04,2465,2,1672531200,1672531220,305,6,1
29108089@N04,2465,5,1672531200,1672531220,306,6,1
29108089@N04,2465,4,1672531200,1672531220,307,6,1
33934966@N00,2980,27,1672531200,1672531220,308,5,1
33934966@N00,2980,17,1672531200,1672531220,309,5,1
33934966@N00,2980,19,1672531200,1672531220,310,5,1
33934966@N00,2980,3,1672531200,1672531220,311,5,1
33934966@N00,2980,4,1672531200,1672531220,312,5,1
37925025@N08,3376,27,1672531200,1672531220,313,6,1
37925025@N08,3376,17,1672531200,1672531220,314,6,1
37925025@N08,3376,12,1672531200,1672531220,315,6,1
37925025@N08,3376,2,1672531200,1672531220,316,6,1
37925025@N08,3376,1,1672531200,1672531220,317,6,1
37925025@N08,3376,4,1672531200,1672531220,318,6,1
37996654902@N01,3380,27,1672531200,1672531220,319,3,1
37996654902@N01,3380,10,1672531200,1672531220,320,3,1
37996654902@N01,3380,4,1672531200,1672531220,321,3,1
78364960@N04,6632,27,1672531200,1672531220,322,3,1
78364960@N04,6632,10,1672531200,1672531220,323,3,1
78364960@N04,6632,4,1672531200,1672531220,324,3,1
38102706@N05,3423,27,1672531200,1672531220,325,6,1
38102706@N05,3423,18,1672531200,1672531220,326,6,1
38102706@N05,3423,26,1672531200,1672531220,327,6,1
38102706@N05,3423,2,1672531200,1672531220,328,6,1
38102706@N05,3423,1,1672531200,1672531220,329,6,1
38102706@N05,3423,4,1672531200,1672531220,330,6,1
8193351@N03,6848,27,1672531200,1672531220,331,3,1
8193351@N03,6848,14,1672531200,1672531220,332,3,1
8193351@N03,6848,4,1672531200,1672531220,333,3,1
39146060@N00,3548,27,1672531200,1672531220,334,9,1
39146060@N00,3548,13,1672531200,1672531220,335,9,1
39146060@N00,3548,18,1672531200,1672531220,336,9,1
39146060@N00,3548,19,1672531200,1672531220,337,9,1
39146060@N00,3548,20,1672531200,1672531220,338,9,1
39146060@N00,3548,23,1672531200,1672531220,339,9,1
39146060@N00,3548,26,1672531200,1672531220,340,9,1
39146060@N00,3548,15,1672531200,1672531220,341,9,1
39146060@N00,3548,4,1672531200,1672531220,342,9,1
47125846@N08,4451,27,1672531200,1672531220,343,5,1
47125846@N08,4451,13,1672531200,1672531220,344,5,1
47125846@N08,4451,16,1672531200,1672531220,345,5,1
47125846@N08,4451,5,1672531200,1672531220,346,5,1
47125846@N08,4451,4,1672531200,1672531220,347,5,1
49280743@N03,4763,27,1672531200,1672531220,348,3,1
49280743@N03,4763,20,1672531200,1672531220,349,3,1
49280743@N03,4763,4,1672531200,1672531220,350,3,1
49502978053@N01,4770,27,1672531200,1672531220,351,7,1
49502978053@N01,4770,22,1672531200,1672531220,352,7,1
49502978053@N01,4770,18,1672531200,1672531220,353,7,1
49502978053@N01,4770,13,1672531200,1672531220,354,7,1
49502978053@N01,4770,19,1672531200,1672531220,355,7,1
49502978053@N01,4770,20,1672531200,1672531220,356,7,1
49502978053@N01,4770,4,1672531200,1672531220,357,7,1
52666614@N06,4992,27,1672531200,1672531220,358,10,1
52666614@N06,4992,21,1672531200,1672531220,359,10,1
52666614@N06,4992,14,1672531200,1672531220,360,10,1
52666614@N06,4992,16,1672531200,1672531220,361,10,1
52666614@N06,4992,10,1672531200,1672531220,362,10,1
52666614@N06,4992,26,1672531200,1672531220,363,10,1
52666614@N06,4992,20,1672531200,1672531220,364,10,1
52666614@N06,4992,22,1672531200,1672531220,365,10,1
52666614@N06,4992,3,1672531200,1672531220,366,10,1
52666614@N06,4992,4,1672531200,1672531220,367,10,1
52793155@N07,5011,27,1672531200,1672531220,368,6,1
52793155@N07,5011,9,1672531200,1672531220,369,6,1
52793155@N07,5011,16,1672531200,1672531220,370,6,1
52793155@N07,5011,14,1672531200,1672531220,371,6,1
52793155@N07,5011,2,1672531200,1672531220,372,6,1
52793155@N07,5011,4,1672531200,1672531220,373,6,1
62213164@N00,5563,27,1672531200,1672531220,374,7,1
62213164@N00,5563,20,1672531200,1672531220,375,7,1
62213164@N00,5563,21,1672531200,1672531220,376,7,1
62213164@N00,5563,24,1672531200,1672531220,377,7,1
62213164@N00,5563,23,1672531200,1672531220,378,7,1
62213164@N00,5563,16,1672531200,1672531220,379,7,1
62213164@N00,5563,4,1672531200,1672531220,380,7,1
62282437@N00,5582,27,1672531200,1672531220,381,6,1
62282437@N00,5582,18,1672531200,1672531220,382,6,1
62282437@N00,5582,19,1672531200,1672531220,383,6,1
62282437@N00,5582,22,1672531200,1672531220,384,6,1
62282437@N00,5582,17,1672531200,1672531220,385,6,1
62282437@N00,5582,4,1672531200,1672531220,386,6,1
63202442@N00,5643,27,1672531200,1672531220,387,4,1
63202442@N00,5643,2,1672531200,1672531220,388,4,1
63202442@N00,5643,5,1672531200,1672531220,389,4,1
63202442@N00,5643,4,1672531200,1672531220,390,4,1
64478148@N07,5773,27,1672531200,1672531220,391,3,1
64478148@N07,5773,17,1672531200,1672531220,392,3,1
64478148@N07,5773,4,1672531200,1672531220,393,3,1
64779594@N00,5794,27,1672531200,1672531220,394,7,1
64779594@N00,5794,1,1672531200,1672531220,395,7,1
64779594@N00,5794,13,1672531200,1672531220,396,7,1
64779594@N00,5794,19,1672531200,1672531220,397,7,1
64779594@N00,5794,18,1672531200,1672531220,398,7,1
64779594@N00,5794,9,1672531200,1672531220,399,7,1
64779594@N00,5794,4,1672531200,1672531220,400,7,1
65105672@N00,5837,27,1672531200,1672531220,401,9,1
65105672@N00,5837,13,1672531200,1672531220,402,9,1
65105672@N00,5837,17,1672531200,1672531220,403,9,1
65105672@N00,5837,21,1672531200,1672531220,404,9,1
65105672@N00,5837,15,1672531200,1672531220,405,9,1
65105672@N00,5837,14,1672531200,1672531220,406,9,1
65105672@N00,5837,10,1672531200,1672531220,407,9,1
65105672@N00,5837,7,1672531200,1672531220,408,9,1
65105672@N00,5837,4,1672531200,1672531220,409,9,1
68010648@N07,5975,27,1672531200,1672531220,410,3,1
68010648@N07,5975,9,1672531200,1672531220,411,3,1
68010648@N07,5975,4,1672531200,1672531220,412,3,1
7349370@N04,6221,27,1672531200,1672531220,413,6,1
7349370@N04,6221,24,1672531200,1672531220,414,6,1
7349370@N04,6221,17,1672531200,1672531220,415,6,1
7349370@N04,6221,16,1672531200,1672531220,416,6,1
7349370@N04,6221,9,1672531200,1672531220,417,6,1
7349370@N04,6221,4,1672531200,1672531220,418,6,1
75338025@N07,6348,27,1672531200,1672531220,419,15,1
75338025@N07,6348,25,1672531200,1672531220,420,15,1
75338025@N07,6348,23,1672531200,1672531220,421,15,1
75338025@N07,6348,24,1672531200,1672531220,422,15,1
75338025@N07,6348,20,1672531200,1672531220,423,15,1
75338025@N07,6348,19,1672531200,1672531220,424,15,1
75338025@N07,6348,22,1672531200,1672531220,425,15,1
75338025@N07,6348,17,1672531200,1672531220,426,15,1
75338025@N07,6348,13,1672531200,1672531220,427,15,1
75338025@N07,6348,18,1672531200,1672531220,428,15,1
75338025@N07,6348,15,1672531200,1672531220,429,15,1
75338025@N07,6348,12,1672531200,1672531220,430,15,1
75338025@N07,6348,10,1672531200,1672531220,431,15,1
75338025@N07,6348,2,1672531200,1672531220,432,15,1
75338025@N07,6348,4,1672531200,1672531220,433,15,1
75825285@N05,6384,27,1672531200,1672531220,434,4,1
75825285@N05,6384,15,1672531200,1672531220,435,4,1
75825285@N05,6384,21,1672531200,1672531220,436,4,1
75825285@N05,6384,4,1672531200,1672531220,437,4,1
79172203@N00,6686,27,1672531200,1672531220,438,11,1
79172203@N00,6686,16,1672531200,1672531220,439,11,1
79172203@N00,6686,14,1672531200,1672531220,440,11,1
79172203@N00,6686,10,1672531200,1672531220,441,11,1
79172203@N00,6686,11,1672531200,1672531220,442,11,1
79172203@N00,6686,9,1672531200,1672531220,443,11,1
79172203@N00,6686,15,1672531200,1672531220,444,11,1
79172203@N00,6686,13,1672531200,1672531220,445,11,1
79172203@N00,6686,17,1672531200,1672531220,446,11,1
79172203@N00,6686,26,1672531200,1672531220,447,11,1
79172203@N00,6686,4,1672531200,1672531220,448,11,1
8311873@N03,6925,27,1672531200,1672531220,449,3,1
8311873@N03,6925,2,1672531200,1672531220,450,3,1
8311873@N03,6925,4,1672531200,1672531220,451,3,1
8405842@N02,6996,27,1672531200,1672531220,452,10,1
8405842@N02,6996,23,1672531200,1672531220,453,10,1
8405842@N02,6996,21,1672531200,1672531220,454,10,1
8405842@N02,6996,20,1672531200,1672531220,455,10,1
8405842@N02,6996,26,1672531200,1672531220,456,10,1
8405842@N02,6996,18,1672531200,1672531220,457,10,1
8405842@N02,6996,15,1672531200,1672531220,458,10,1
8405842@N02,6996,9,1672531200,1672531220,459,10,1
8405842@N02,6996,6,1672531200,1672531220,460,10,1
8405842@N02,6996,4,1672531200,1672531220,461,10,1
9275923@N03,7580,27,1672531200,1672531220,462,7,1
9275923@N03,7580,12,1672531200,1672531220,463,7,1
9275923@N03,7580,26,1672531200,1672531220,464,7,1
9275923@N03,7580,16,1672531200,1672531220,465,7,1
9275923@N03,7580,15,1672531200,1672531220,466,7,1
9275923@N03,7580,25,1672531200,1672531220,467,7,1
9275923@N03,7580,4,1672531200,1672531220,468,7,1
9813050@N08,8027,27,1672531200,1672531220,469,10,1
9813050@N08,8027,11,1672531200,1672531220,470,10,1
9813050@N08,8027,9,1672531200,1672531220,471,10,1
9813050@N08,8027,15,1672531200,1672531220,472,10,1
9813050@N08,8027,26,1672531200,1672531220,473,10,1
9813050@N08,8027,17,1672531200,1672531220,474,10,1
9813050@N08,8027,22,1672531200,1672531220,475,10,1
9813050@N08,8027,16,1672531200,1672531220,476,10,1
9813050@N08,8027,2,1672531200,1672531220,477,10,1
9813050@N08,8027,4,1672531200,1672531220,478,10,1
43082306@N00,3976,27,1672531200,1672531220,479,6,1
43082306@N00,3976,19,1672531200,1672531220,480,6,1
43082306@N00,3976,22,1672531200,1672531220,481,6,1
43082306@N00,3976,17,1672531200,1672531220,482,6,1
43082306@N00,3976,9,1672531200,1672531220,483,6,1
43082306@N00,3976,4,1672531200,1672531220,484,6,1
45032460@N06,4251,27,1672531200,1672531220,485,12,1
45032460@N06,4251,17,1672531200,1672531220,486,12,1
45032460@N06,4251,20,1672531200,1672531220,487,12,1
45032460@N06,4251,23,1672531200,1672531220,488,12,1
45032460@N06,4251,22,1672531200,1672531220,489,12,1
45032460@N06,4251,3,1672531200,1672531220,490,12,1
45032460@N06,4251,6,1672531200,1672531220,491,12,1
45032460@N06,4251,9,1672531200,1672531220,492,12,1
45032460@N06,4251,10,1672531200,1672531220,493,12,1
45032460@N06,4251,7,1672531200,1672531220,494,12,1
45032460@N06,4251,8,1672531200,1672531220,495,12,1
45032460@N06,4251,4,1672531200,1672531220,496,12,1
82109786@N06,6850,9,1672531200,1672531220,497,4,1
82109786@N06,6850,10,1672531200,1672531220,498,4,1
